Timestamp,Flow Duration,Source IP,Source Port,Destination IP,Destination Port,Protocol,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Label
2026-09-20 08:30:00,9959819,192.168.10.2,58931,192.168.1.5,443,6,19,48,4621,53990,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1633166,192.168.10.30,52124,192.168.1.9,80,6,37,11,11453,12828,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7037354,192.168.10.41,53256,192.168.1.8,443,6,33,40,3594,12365,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7985005,192.168.10.21,51099,192.168.1.4,443,6,39,32,20820,25699,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9796368,192.168.10.12,65446,192.168.1.7,443,6,48,44,15693,19704,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1623907,192.168.10.41,54373,192.168.1.3,80,6,44,7,17477,2423,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,415191,172.16.0.73,58611,192.168.1.2,22,6,28,13,2240,1560,0,1,0,0,1,0,SSH-Patator
2026-09-20 08:30:00,205251,172.16.0.50,52013,192.168.1.8,80,6,595,0,35700,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,10226682,192.168.10.37,63487,192.168.1.8,443,6,7,41,1812,28885,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,435947,172.16.0.58,53237,192.168.1.6,22,6,27,14,2160,1680,0,1,0,0,1,0,SSH-Patator
2026-09-20 08:30:00,786349,192.168.10.5,62806,192.168.1.1,443,6,30,5,10856,1508,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1531741,192.168.10.16,62291,192.168.1.6,8080,6,7,42,3859,49541,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11695995,192.168.10.48,63201,192.168.1.8,80,6,40,38,14721,27140,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9611470,192.168.10.9,55981,192.168.1.6,443,6,25,16,4247,10846,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5527567,192.168.10.12,54015,192.168.1.8,443,6,15,38,4345,33658,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7239610,192.168.10.24,59843,192.168.1.2,443,6,47,39,17282,40893,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9512118,192.168.10.30,60534,192.168.1.5,443,6,41,8,19165,3219,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,998693,172.16.0.158,61041,192.168.1.6,22,6,22,11,1760,1320,0,1,0,0,1,0,SSH-Patator
2026-09-20 08:30:00,2104248,192.168.10.22,61973,192.168.1.9,8080,6,8,48,4003,38096,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3838081,192.168.10.9,51958,192.168.1.2,53,17,40,37,5900,30198,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7016478,192.168.10.26,57214,192.168.1.3,53,17,30,35,14458,34973,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1840017,192.168.10.36,56010,192.168.1.9,80,6,31,40,4459,34314,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5037884,192.168.10.39,55118,192.168.1.5,8080,6,39,38,18769,17880,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,380788,172.16.0.238,58244,192.168.1.4,80,6,888,0,53280,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,10958801,192.168.10.24,51444,192.168.1.4,53,17,12,29,6816,28428,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10780515,192.168.10.32,51162,192.168.1.2,8080,6,43,47,6847,49375,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10307140,192.168.10.15,65015,192.168.1.5,443,6,29,5,9487,5126,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4563814,192.168.10.49,49875,192.168.1.8,443,6,28,46,13738,14287,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12561603,192.168.10.32,59363,192.168.1.1,80,6,6,9,3597,7791,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,483542,192.168.10.10,49390,192.168.1.9,8080,6,16,15,2744,14651,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,590632,192.168.10.40,64931,192.168.1.3,8080,6,5,5,629,4029,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,905617,192.168.10.35,62582,192.168.1.8,8080,6,35,41,19736,39856,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,337354,172.16.0.178,57417,192.168.1.5,80,6,1408,0,84480,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,12774409,192.168.10.1,53587,192.168.1.1,80,6,38,25,17757,9826,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9192576,192.168.10.11,63636,192.168.1.5,80,6,36,27,14693,6543,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,274269,172.16.0.47,55318,192.168.1.9,80,6,3966,0,237960,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,11772010,192.168.10.47,58019,192.168.1.3,80,6,16,33,6179,11389,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10511650,192.168.10.25,60470,192.168.1.4,443,6,16,34,9124,11846,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1832302,192.168.10.21,62022,192.168.1.6,53,17,48,11,11473,5551,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,6206572,192.168.10.16,64231,192.168.1.1,53,17,11,23,2296,18131,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7138283,192.168.10.35,58114,192.168.1.6,53,17,11,15,4248,11486,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4777401,192.168.10.31,57775,192.168.1.4,53,17,16,40,5993,25256,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11063750,192.168.10.26,53555,192.168.1.8,53,17,30,44,16815,30959,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12568866,192.168.10.42,62616,192.168.1.1,8080,6,22,27,3474,7345,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5045244,192.168.10.1,56306,192.168.1.8,8080,6,26,12,6680,11312,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5615310,192.168.10.18,57372,192.168.1.9,53,17,36,11,14415,3516,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11592968,192.168.10.20,64316,192.168.1.6,8080,6,24,18,10651,16297,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1097667,172.16.0.119,51834,192.168.1.7,80,6,1440,0,86400,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,14837538,192.168.10.32,51471,192.168.1.5,53,17,12,48,6234,57135,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1246736,192.168.10.46,51620,192.168.1.3,8080,6,25,42,7922,28111,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,717503,192.168.10.49,58759,192.168.1.7,80,6,13,33,3198,22776,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,562968,172.16.0.215,63145,192.168.1.6,80,6,4282,0,256920,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,10069538,192.168.10.27,63588,192.168.1.4,53,17,40,39,5162,22097,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7264459,192.168.10.45,54148,192.168.1.6,443,6,28,39,14728,27486,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5141832,192.168.10.20,65505,192.168.1.9,80,6,31,27,11336,8234,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,2703723,192.168.10.46,60469,192.168.1.5,53,17,5,20,979,4496,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,8997234,192.168.10.32,60840,192.168.1.9,53,17,30,5,7170,4515,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7188712,192.168.10.48,59364,192.168.1.8,443,6,49,39,27031,35907,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1755855,192.168.10.33,55981,192.168.1.9,8080,6,27,37,8641,27864,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4359012,192.168.10.7,54030,192.168.1.1,80,6,41,38,19474,20766,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7371011,192.168.10.21,50364,192.168.1.8,80,6,44,49,14629,57717,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,40300,172.16.0.235,56433,192.168.1.8,80,6,2,0,88,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,3386,172.16.0.28,64413,192.168.1.7,80,6,1,0,44,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,11617124,192.168.10.3,64024,192.168.1.3,443,6,5,43,2348,43037,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12878973,192.168.10.2,61597,192.168.1.4,53,17,24,5,8575,4386,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10090611,192.168.10.42,63938,192.168.1.3,8080,6,16,15,8422,8220,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5984254,192.168.10.5,60210,192.168.1.4,53,17,10,17,5432,6589,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12121102,192.168.10.7,51107,192.168.1.6,53,17,29,49,7197,29789,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10528171,192.168.10.25,54788,192.168.1.2,80,6,38,31,11255,34574,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1054141,192.168.10.32,63580,192.168.1.4,8080,6,20,14,2176,9145,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,14390178,192.168.10.44,55481,192.168.1.3,443,6,48,38,17780,18412,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13640518,192.168.10.33,49561,192.168.1.3,53,17,18,28,8480,22140,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4871260,192.168.10.28,53257,192.168.1.8,80,6,12,11,6445,5315,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,6603874,192.168.10.40,60154,192.168.1.9,443,6,43,26,25686,22739,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,2818431,192.168.10.47,61923,192.168.1.5,443,6,12,30,1811,25587,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,585849,192.168.10.13,58525,192.168.1.1,80,6,47,48,7120,11571,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7765512,192.168.10.19,61890,192.168.1.1,53,17,40,19,5019,5920,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3144957,192.168.10.1,53902,192.168.1.2,80,6,48,18,14259,11098,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,68434,192.168.10.22,58181,192.168.1.8,443,6,9,27,3102,14393,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3942210,192.168.10.34,54613,192.168.1.3,8080,6,15,19,3318,12917,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13959250,192.168.10.8,59040,192.168.1.1,80,6,26,7,8590,6380,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1453,172.16.0.48,62529,192.168.1.1,8080,6,2,0,88,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,559113,172.16.0.23,58477,192.168.1.3,80,6,3290,0,197400,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,120883,192.168.10.44,61815,192.168.1.9,8080,6,31,17,12696,6166,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13785965,192.168.10.4,55075,192.168.1.7,443,6,43,30,17273,35539,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11998242,192.168.10.32,54355,192.168.1.8,53,17,41,10,8535,6140,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,17977,172.16.0.179,51863,192.168.1.6,22,6,1,0,44,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,11091776,192.168.10.12,51216,192.168.1.7,443,6,37,42,20165,33340,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,2635511,192.168.10.46,49423,192.168.1.5,53,17,11,40,6554,8160,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1947304,192.168.10.9,59338,192.168.1.2,8080,6,49,30,26469,22086,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1229678,172.16.0.75,54779,192.168.1.6,80,6,1094,0,65640,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,321500,192.168.10.13,59304,192.168.1.6,8080,6,7,31,1509,33290,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5972689,192.168.10.38,60908,192.168.1.9,443,6,38,35,17589,26842,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7743016,192.168.10.20,64543,192.168.1.1,443,6,47,5,23406,3601,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5955358,192.168.10.9,60324,192.168.1.2,443,6,12,35,2096,40654,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13693112,192.168.10.44,59733,192.168.1.4,53,17,15,14,5023,13068,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11138660,192.168.10.6,61909,192.168.1.9,443,6,34,37,16710,28487,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11981556,192.168.10.2,52598,192.168.1.9,443,6,27,9,5459,8492,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,10803722,192.168.10.30,58513,192.168.1.6,443,6,46,44,13676,22841,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9046532,192.168.10.19,55093,192.168.1.4,443,6,30,47,10014,18646,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1400667,172.16.0.12,54713,192.168.1.1,80,6,1232,0,73920,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,1528921,192.168.10.24,52462,192.168.1.9,8080,6,47,26,25404,12430,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7052828,192.168.10.5,64868,192.168.1.3,443,6,13,25,1593,17037,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1704846,192.168.10.15,63515,192.168.1.7,443,6,34,15,8411,14472,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,14736381,192.168.10.47,54140,192.168.1.3,8080,6,45,20,6115,6755,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1707014,172.16.0.157,55747,192.168.1.5,80,6,3843,0,230580,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,8855,172.16.0.217,55295,192.168.1.6,22,6,1,0,44,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,4475691,192.168.10.38,49859,192.168.1.2,80,6,43,21,13004,20160,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1853797,192.168.10.42,59271,192.168.1.2,80,6,15,45,2252,20904,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,6775396,192.168.10.43,61391,192.168.1.4,53,17,13,16,5916,16821,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3763675,192.168.10.44,49202,192.168.1.7,80,6,19,16,3431,18240,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7384588,192.168.10.7,55045,192.168.1.2,443,6,25,28,9207,17767,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7256359,192.168.10.11,51845,192.168.1.3,8080,6,42,47,7635,35457,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1842011,172.16.0.1,54419,192.168.1.9,80,6,1035,0,62100,0,0,1,0,0,0,0,DDoS
2026-09-20 08:30:00,6036746,192.168.10.7,62558,192.168.1.8,53,17,32,28,6195,33280,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,2335512,192.168.10.46,54761,192.168.1.1,8080,6,38,42,10286,10504,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11275036,192.168.10.27,56327,192.168.1.3,8080,6,40,33,8239,37084,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1987400,172.16.0.72,63538,192.168.1.1,80,6,1762,0,105720,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,1978999,192.168.10.46,59762,192.168.1.3,80,6,24,11,9987,6522,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,6943436,192.168.10.47,57762,192.168.1.4,53,17,18,34,7197,22874,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,42454,172.16.0.11,65337,192.168.1.5,443,6,2,0,88,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,11256798,192.168.10.15,55069,192.168.1.9,80,6,17,49,6217,42139,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11090735,192.168.10.25,61031,192.168.1.9,53,17,22,23,8380,21154,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9723723,192.168.10.7,62704,192.168.1.1,443,6,23,20,6993,12801,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9849990,192.168.10.10,51812,192.168.1.8,8080,6,37,34,4065,17902,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3737871,192.168.10.7,53748,192.168.1.3,8080,6,46,35,7575,16630,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13659387,192.168.10.47,58693,192.168.1.6,8080,6,38,14,14099,12619,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9400898,192.168.10.34,58072,192.168.1.1,443,6,7,19,4116,11393,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13132858,192.168.10.42,54527,192.168.1.3,8080,6,48,32,15454,36349,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7372872,192.168.10.45,64788,192.168.1.9,443,6,24,33,6409,14658,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,14674156,192.168.10.24,59411,192.168.1.5,80,6,5,38,2411,36578,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,9690046,192.168.10.21,53844,192.168.1.2,443,6,33,18,7553,14147,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12915520,192.168.10.40,51352,192.168.1.8,443,6,30,12,3112,6433,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,319837,172.16.0.30,55542,192.168.1.5,80,6,3984,0,239040,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,400152,172.16.0.102,59304,192.168.1.8,22,6,10,18,800,2160,0,1,0,0,1,0,SSH-Patator
2026-09-20 08:30:00,1091127,192.168.10.24,63648,192.168.1.3,80,6,46,47,22786,22119,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1681805,172.16.0.45,51703,192.168.1.4,80,6,3090,0,185400,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,7536453,192.168.10.49,49672,192.168.1.5,80,6,18,35,7674,41721,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1955661,172.16.0.82,54367,192.168.1.3,80,6,3775,0,226500,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,818716,192.168.10.34,62784,192.168.1.9,53,17,25,21,6916,20736,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4857107,192.168.10.11,63782,192.168.1.3,53,17,41,15,20528,10368,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1486623,192.168.10.25,50017,192.168.1.3,80,6,11,19,4036,5082,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11630627,192.168.10.17,51904,192.168.1.1,80,6,5,9,2130,9208,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,12355712,192.168.10.21,55614,192.168.1.5,53,17,11,29,5605,8489,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11297317,192.168.10.16,55179,192.168.1.4,53,17,38,14,18055,9305,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11284787,192.168.10.8,52024,192.168.1.1,80,6,14,48,2001,18061,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,14856307,192.168.10.45,55589,192.168.1.2,80,6,42,43,17924,27895,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13099241,192.168.10.47,53888,192.168.1.3,80,6,44,25,9257,21401,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,8286086,192.168.10.26,49962,192.168.1.9,8080,6,38,22,17300,4984,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,3939760,192.168.10.18,58346,192.168.1.2,443,6,32,17,15326,17452,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,7852681,192.168.10.42,50234,192.168.1.4,443,6,22,12,8405,10519,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13422946,192.168.10.5,56851,192.168.1.8,53,17,5,39,929,42520,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,939326,192.168.10.15,60284,192.168.1.1,80,6,26,20,10215,7909,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,11142,172.16.0.133,52037,192.168.1.1,80,6,1,0,44,0,0,1,0,0,0,0,PortScan
2026-09-20 08:30:00,4839938,192.168.10.17,53490,192.168.1.9,443,6,11,20,1403,11147,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,13331063,192.168.10.3,51041,192.168.1.5,8080,6,32,6,4797,1844,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,1719526,172.16.0.192,50846,192.168.1.8,80,6,4831,0,289860,0,0,1,0,0,0,0,DoS Hulk
2026-09-20 08:30:00,14950324,192.168.10.47,50567,192.168.1.6,443,6,24,6,7215,3143,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,2596600,192.168.10.48,64822,192.168.1.4,443,6,41,49,14322,33989,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,8792052,192.168.10.6,62234,192.168.1.8,8080,6,26,10,6774,3932,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5412158,192.168.10.46,62292,192.168.1.9,443,6,35,23,11051,19162,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,4972473,192.168.10.33,54893,192.168.1.5,443,6,17,25,6527,16545,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,5218675,192.168.10.36,65018,192.168.1.4,53,17,8,22,1178,8053,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,8461952,192.168.10.46,52124,192.168.1.6,8080,6,39,38,8919,39018,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,836011,192.168.10.29,65189,192.168.1.1,8080,6,34,47,10072,52823,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,931468,172.16.0.7,54649,192.168.1.7,22,6,23,11,1840,1320,0,1,0,0,1,0,SSH-Patator
2026-09-20 08:30:00,7471441,192.168.10.17,63578,192.168.1.8,8080,6,14,25,1438,24666,1,1,0,0,1,0,BENIGN
2026-09-20 08:30:00,8497914,192.168.10.25,52672,192.168.1.5,80,6,7,17,1262,16573,1,1,0,0,1,0,BENIGN
