flow_id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,tcp_flags,tos,label,is_anomaly
CIC-b13557b45ea4,2026-09-20 08:30:00,192.168.10.20,192.168.1.3,65094,80,TCP,11.09781,52,18073,"FIN,SYN,ACK",0,benign,0
CIC-06f2e898f5be,2026-09-20 08:30:00,192.168.10.2,192.168.1.5,58931,443,TCP,9.959819,67,58611,"FIN,SYN,ACK",0,benign,0
CIC-53e56c1f28d5,2026-09-20 08:30:00,192.168.10.30,192.168.1.9,52124,80,TCP,1.633166,48,24281,"FIN,SYN,ACK",0,benign,0
CIC-005cb588de68,2026-09-20 08:30:00,192.168.10.41,192.168.1.8,53256,443,TCP,7.037354,73,15959,"FIN,SYN,ACK",0,benign,0
CIC-a456ba985127,2026-09-20 08:30:00,192.168.10.21,192.168.1.4,51099,443,TCP,7.985005,71,46519,"FIN,SYN,ACK",0,benign,0
CIC-d1bd38e2d233,2026-09-20 08:30:00,192.168.10.12,192.168.1.7,65446,443,TCP,9.796368,92,35397,"FIN,SYN,ACK",0,benign,0
CIC-40dae4521e03,2026-09-20 08:30:00,192.168.10.41,192.168.1.3,54373,80,TCP,1.623907,51,19900,"FIN,SYN,ACK",0,benign,0
CIC-4f62c7bdc094,2026-09-20 08:30:00,172.16.0.73,192.168.1.2,58611,22,TCP,0.415191,41,3800,"SYN,ACK",0,ssh_brute_force,1
CIC-2dbea732d68e,2026-09-20 08:30:00,172.16.0.50,192.168.1.8,52013,80,TCP,0.205251,595,35700,SYN,0,syn_flood,1
CIC-c1ef23d12598,2026-09-20 08:30:00,192.168.10.37,192.168.1.8,63487,443,TCP,10.226682,48,30697,"FIN,SYN,ACK",0,benign,0
CIC-00346794ac86,2026-09-20 08:30:00,172.16.0.58,192.168.1.6,53237,22,TCP,0.435947,41,3840,"SYN,ACK",0,ssh_brute_force,1
CIC-373e96c9d088,2026-09-20 08:30:00,192.168.10.5,192.168.1.1,62806,443,TCP,0.786349,35,12364,"FIN,SYN,ACK",0,benign,0
CIC-2c7762490ef2,2026-09-20 08:30:00,192.168.10.16,192.168.1.6,62291,8080,TCP,1.531741,49,53400,"FIN,SYN,ACK",0,benign,0
CIC-a80e41926c34,2026-09-20 08:30:00,192.168.10.48,192.168.1.8,63201,80,TCP,11.695995,78,41861,"FIN,SYN,ACK",0,benign,0
CIC-304f5a86220f,2026-09-20 08:30:00,192.168.10.9,192.168.1.6,55981,443,TCP,9.61147,41,15093,"FIN,SYN,ACK",0,benign,0
CIC-ce285bf6a8c2,2026-09-20 08:30:00,192.168.10.12,192.168.1.8,54015,443,TCP,5.527567,53,38003,"FIN,SYN,ACK",0,benign,0
CIC-762304eb11f3,2026-09-20 08:30:00,192.168.10.24,192.168.1.2,59843,443,TCP,7.23961,86,58175,"FIN,SYN,ACK",0,benign,0
CIC-7cbdc9d5422b,2026-09-20 08:30:00,192.168.10.30,192.168.1.5,60534,443,TCP,9.512118,49,22384,"FIN,SYN,ACK",0,benign,0
CIC-6ff82ad03b71,2026-09-20 08:30:00,172.16.0.158,192.168.1.6,61041,22,TCP,0.998693,33,3080,"SYN,ACK",0,ssh_brute_force,1
CIC-3fa2f803a249,2026-09-20 08:30:00,192.168.10.22,192.168.1.9,61973,8080,TCP,2.104248,56,42099,"FIN,SYN,ACK",0,benign,0
CIC-9b19c8d0474b,2026-09-20 08:30:00,192.168.10.9,192.168.1.2,51958,53,UDP,3.838081,77,36098,"FIN,SYN,ACK",0,benign,0
CIC-4466b4e212e3,2026-09-20 08:30:00,192.168.10.26,192.168.1.3,57214,53,UDP,7.016478,65,49431,"FIN,SYN,ACK",0,benign,0
CIC-913c5a0b9c0d,2026-09-20 08:30:00,192.168.10.36,192.168.1.9,56010,80,TCP,1.840017,71,38773,"FIN,SYN,ACK",0,benign,0
CIC-74b169f59e59,2026-09-20 08:30:00,192.168.10.39,192.168.1.5,55118,8080,TCP,5.037884,77,36649,"FIN,SYN,ACK",0,benign,0
CIC-c74467f6a4a3,2026-09-20 08:30:00,172.16.0.238,192.168.1.4,58244,80,TCP,0.380788,888,53280,SYN,0,syn_flood,1
CIC-674880027cb2,2026-09-20 08:30:00,192.168.10.24,192.168.1.4,51444,53,UDP,10.958801,41,35244,"FIN,SYN,ACK",0,benign,0
CIC-0993d4101c61,2026-09-20 08:30:00,192.168.10.32,192.168.1.2,51162,8080,TCP,10.780515,90,56222,"FIN,SYN,ACK",0,benign,0
CIC-959b58c6b893,2026-09-20 08:30:00,192.168.10.15,192.168.1.5,65015,443,TCP,10.30714,34,14613,"FIN,SYN,ACK",0,benign,0
CIC-2c83ddcd7a96,2026-09-20 08:30:00,192.168.10.49,192.168.1.8,49875,443,TCP,4.563814,74,28025,"FIN,SYN,ACK",0,benign,0
CIC-20729d6d2e50,2026-09-20 08:30:00,192.168.10.32,192.168.1.1,59363,80,TCP,12.561603,15,11388,"FIN,SYN,ACK",0,benign,0
CIC-d593aec38bf4,2026-09-20 08:30:00,192.168.10.10,192.168.1.9,49390,8080,TCP,0.483542,31,17395,"FIN,SYN,ACK",0,benign,0
CIC-0bc4c77044a3,2026-09-20 08:30:00,192.168.10.40,192.168.1.3,64931,8080,TCP,0.590632,10,4658,"FIN,SYN,ACK",0,benign,0
CIC-9a964597b462,2026-09-20 08:30:00,192.168.10.35,192.168.1.8,62582,8080,TCP,0.905617,76,59592,"FIN,SYN,ACK",0,benign,0
CIC-10409f3afa4d,2026-09-20 08:30:00,172.16.0.178,192.168.1.5,57417,80,TCP,0.337354,1408,84480,SYN,0,syn_flood,1
CIC-91ac094a27c5,2026-09-20 08:30:00,192.168.10.1,192.168.1.1,53587,80,TCP,12.774409,63,27583,"FIN,SYN,ACK",0,benign,0
CIC-b7f35834f4e0,2026-09-20 08:30:00,192.168.10.11,192.168.1.5,63636,80,TCP,9.192576,63,21236,"FIN,SYN,ACK",0,benign,0
CIC-e3172fb0b3f5,2026-09-20 08:30:00,172.16.0.47,192.168.1.9,55318,80,TCP,0.274269,3966,237960,SYN,0,syn_flood,1
CIC-3578091721cd,2026-09-20 08:30:00,192.168.10.47,192.168.1.3,58019,80,TCP,11.77201,49,17568,"FIN,SYN,ACK",0,benign,0
CIC-8d95b8b5815a,2026-09-20 08:30:00,192.168.10.25,192.168.1.4,60470,443,TCP,10.51165,50,20970,"FIN,SYN,ACK",0,benign,0
CIC-b7ee51f18699,2026-09-20 08:30:00,192.168.10.21,192.168.1.6,62022,53,UDP,1.832302,59,17024,"FIN,SYN,ACK",0,benign,0
CIC-c43613c02dce,2026-09-20 08:30:00,192.168.10.16,192.168.1.1,64231,53,UDP,6.206572,34,20427,"FIN,SYN,ACK",0,benign,0
CIC-9feec73e9877,2026-09-20 08:30:00,192.168.10.35,192.168.1.6,58114,53,UDP,7.138283,26,15734,"FIN,SYN,ACK",0,benign,0
CIC-61ca9a9923c9,2026-09-20 08:30:00,192.168.10.31,192.168.1.4,57775,53,UDP,4.777401,56,31249,"FIN,SYN,ACK",0,benign,0
CIC-f7726301bff7,2026-09-20 08:30:00,192.168.10.26,192.168.1.8,53555,53,UDP,11.06375,74,47774,"FIN,SYN,ACK",0,benign,0
CIC-59d5f75cebcd,2026-09-20 08:30:00,192.168.10.42,192.168.1.1,62616,8080,TCP,12.568866,49,10819,"FIN,SYN,ACK",0,benign,0
CIC-d974da5e0fa6,2026-09-20 08:30:00,192.168.10.1,192.168.1.8,56306,8080,TCP,5.045244,38,17992,"FIN,SYN,ACK",0,benign,0
CIC-14a2ec75eb63,2026-09-20 08:30:00,192.168.10.18,192.168.1.9,57372,53,UDP,5.61531,47,17931,"FIN,SYN,ACK",0,benign,0
CIC-c8ae9a1704ba,2026-09-20 08:30:00,192.168.10.20,192.168.1.6,64316,8080,TCP,11.592968,42,26948,"FIN,SYN,ACK",0,benign,0
CIC-85dd78a0e5d4,2026-09-20 08:30:00,172.16.0.119,192.168.1.7,51834,80,TCP,1.097667,1440,86400,SYN,0,syn_flood,1
CIC-a176eea7523e,2026-09-20 08:30:00,192.168.10.32,192.168.1.5,51471,53,UDP,14.837538,60,63369,"FIN,SYN,ACK",0,benign,0
CIC-f1ee1e3126f6,2026-09-20 08:30:00,192.168.10.46,192.168.1.3,51620,8080,TCP,1.246736,67,36033,"FIN,SYN,ACK",0,benign,0
CIC-147eb7aac36a,2026-09-20 08:30:00,192.168.10.49,192.168.1.7,58759,80,TCP,0.717503,46,25974,"FIN,SYN,ACK",0,benign,0
CIC-22e8e2a78089,2026-09-20 08:30:00,172.16.0.215,192.168.1.6,63145,80,TCP,0.562968,4282,256920,SYN,0,syn_flood,1
CIC-ea6d1e4b7fdf,2026-09-20 08:30:00,192.168.10.27,192.168.1.4,63588,53,UDP,10.069538,79,27259,"FIN,SYN,ACK",0,benign,0
CIC-ef3333ff1b37,2026-09-20 08:30:00,192.168.10.45,192.168.1.6,54148,443,TCP,7.264459,67,42214,"FIN,SYN,ACK",0,benign,0
CIC-42dffe707ed8,2026-09-20 08:30:00,192.168.10.20,192.168.1.9,65505,80,TCP,5.141832,58,19570,"FIN,SYN,ACK",0,benign,0
CIC-51da6874d67f,2026-09-20 08:30:00,192.168.10.46,192.168.1.5,60469,53,UDP,2.703723,25,5475,"FIN,SYN,ACK",0,benign,0
CIC-a55e8d0d2d4d,2026-09-20 08:30:00,192.168.10.32,192.168.1.9,60840,53,UDP,8.997234,35,11685,"FIN,SYN,ACK",0,benign,0
CIC-d976c5aa238c,2026-09-20 08:30:00,192.168.10.48,192.168.1.8,59364,443,TCP,7.188712,88,62938,"FIN,SYN,ACK",0,benign,0
CIC-136bac5b738a,2026-09-20 08:30:00,192.168.10.33,192.168.1.9,55981,8080,TCP,1.755855,64,36505,"FIN,SYN,ACK",0,benign,0
CIC-b4abd7bd2081,2026-09-20 08:30:00,192.168.10.7,192.168.1.1,54030,80,TCP,4.359012,79,40240,"FIN,SYN,ACK",0,benign,0
CIC-a3aabfb4ae33,2026-09-20 08:30:00,192.168.10.21,192.168.1.8,50364,80,TCP,7.371011,93,72346,"FIN,SYN,ACK",0,benign,0
CIC-c94b6a5df81e,2026-09-20 08:30:00,172.16.0.235,192.168.1.8,56433,80,TCP,0.0403,2,88,SYN,0,port_scan,1
CIC-aaba069b9fec,2026-09-20 08:30:00,172.16.0.28,192.168.1.7,64413,80,TCP,0.003386,1,44,SYN,0,port_scan,1
CIC-a296937dc015,2026-09-20 08:30:00,192.168.10.3,192.168.1.3,64024,443,TCP,11.617124,48,45385,"FIN,SYN,ACK",0,benign,0
CIC-9cd9302bc68f,2026-09-20 08:30:00,192.168.10.2,192.168.1.4,61597,53,UDP,12.878973,29,12961,"FIN,SYN,ACK",0,benign,0
CIC-4eef9164e765,2026-09-20 08:30:00,192.168.10.42,192.168.1.3,63938,8080,TCP,10.090611,31,16642,"FIN,SYN,ACK",0,benign,0
CIC-e6d7f95416ed,2026-09-20 08:30:00,192.168.10.5,192.168.1.4,60210,53,UDP,5.984254,27,12021,"FIN,SYN,ACK",0,benign,0
CIC-f2927bdc254f,2026-09-20 08:30:00,192.168.10.7,192.168.1.6,51107,53,UDP,12.121102,78,36986,"FIN,SYN,ACK",0,benign,0
CIC-5f7bd717960e,2026-09-20 08:30:00,192.168.10.25,192.168.1.2,54788,80,TCP,10.528171,69,45829,"FIN,SYN,ACK",0,benign,0
CIC-301665970b37,2026-09-20 08:30:00,192.168.10.32,192.168.1.4,63580,8080,TCP,1.054141,34,11321,"FIN,SYN,ACK",0,benign,0
CIC-e6218982bd05,2026-09-20 08:30:00,192.168.10.44,192.168.1.3,55481,443,TCP,14.390178,86,36192,"FIN,SYN,ACK",0,benign,0
CIC-5147387af03a,2026-09-20 08:30:00,192.168.10.33,192.168.1.3,49561,53,UDP,13.640518,46,30620,"FIN,SYN,ACK",0,benign,0
CIC-cfda3c8e6d23,2026-09-20 08:30:00,192.168.10.28,192.168.1.8,53257,80,TCP,4.87126,23,11760,"FIN,SYN,ACK",0,benign,0
CIC-e355ba65a20d,2026-09-20 08:30:00,192.168.10.40,192.168.1.9,60154,443,TCP,6.603874,69,48425,"FIN,SYN,ACK",0,benign,0
CIC-7020929417fc,2026-09-20 08:30:00,192.168.10.47,192.168.1.5,61923,443,TCP,2.818431,42,27398,"FIN,SYN,ACK",0,benign,0
CIC-5b0b92748830,2026-09-20 08:30:00,192.168.10.13,192.168.1.1,58525,80,TCP,0.585849,95,18691,"FIN,SYN,ACK",0,benign,0
CIC-1a12b98a7186,2026-09-20 08:30:00,192.168.10.19,192.168.1.1,61890,53,UDP,7.765512,59,10939,"FIN,SYN,ACK",0,benign,0
CIC-16017615c667,2026-09-20 08:30:00,192.168.10.1,192.168.1.2,53902,80,TCP,3.144957,66,25357,"FIN,SYN,ACK",0,benign,0
CIC-5000c436db72,2026-09-20 08:30:00,192.168.10.22,192.168.1.8,58181,443,TCP,0.068434,36,17495,"FIN,SYN,ACK",0,benign,0
CIC-9096c89e4a0c,2026-09-20 08:30:00,192.168.10.34,192.168.1.3,54613,8080,TCP,3.94221,34,16235,"FIN,SYN,ACK",0,benign,0
CIC-22a87d587201,2026-09-20 08:30:00,192.168.10.8,192.168.1.1,59040,80,TCP,13.95925,33,14970,"FIN,SYN,ACK",0,benign,0
CIC-e6bb3d58762e,2026-09-20 08:30:00,172.16.0.48,192.168.1.1,62529,8080,TCP,0.001453,2,88,SYN,0,port_scan,1
CIC-f41af02d4548,2026-09-20 08:30:00,172.16.0.23,192.168.1.3,58477,80,TCP,0.559113,3290,197400,SYN,0,syn_flood,1
CIC-3da50032ff1f,2026-09-20 08:30:00,192.168.10.44,192.168.1.9,61815,8080,TCP,0.120883,48,18862,"FIN,SYN,ACK",0,benign,0
CIC-072307df60d9,2026-09-20 08:30:00,192.168.10.4,192.168.1.7,55075,443,TCP,13.785965,73,52812,"FIN,SYN,ACK",0,benign,0
CIC-0713c344087f,2026-09-20 08:30:00,192.168.10.32,192.168.1.8,54355,53,UDP,11.998242,51,14675,"FIN,SYN,ACK",0,benign,0
CIC-885cf4276939,2026-09-20 08:30:00,172.16.0.179,192.168.1.6,51863,22,TCP,0.017977,1,44,SYN,0,port_scan,1
CIC-25cc46d24160,2026-09-20 08:30:00,192.168.10.12,192.168.1.7,51216,443,TCP,11.091776,79,53505,"FIN,SYN,ACK",0,benign,0
CIC-bebe31812a0a,2026-09-20 08:30:00,192.168.10.46,192.168.1.5,49423,53,UDP,2.635511,51,14714,"FIN,SYN,ACK",0,benign,0
CIC-780f10407600,2026-09-20 08:30:00,192.168.10.9,192.168.1.2,59338,8080,TCP,1.947304,79,48555,"FIN,SYN,ACK",0,benign,0
CIC-99094a1adb4f,2026-09-20 08:30:00,172.16.0.75,192.168.1.6,54779,80,TCP,1.229678,1094,65640,SYN,0,syn_flood,1
CIC-dbd27150643b,2026-09-20 08:30:00,192.168.10.13,192.168.1.6,59304,8080,TCP,0.3215,38,34799,"FIN,SYN,ACK",0,benign,0
CIC-bac4e54e8e8d,2026-09-20 08:30:00,192.168.10.38,192.168.1.9,60908,443,TCP,5.972689,73,44431,"FIN,SYN,ACK",0,benign,0
CIC-d838e768aaa8,2026-09-20 08:30:00,192.168.10.20,192.168.1.1,64543,443,TCP,7.743016,52,27007,"FIN,SYN,ACK",0,benign,0
CIC-4b08fe1b080f,2026-09-20 08:30:00,192.168.10.9,192.168.1.2,60324,443,TCP,5.955358,47,42750,"FIN,SYN,ACK",0,benign,0
CIC-dc262c7f5699,2026-09-20 08:30:00,192.168.10.44,192.168.1.4,59733,53,UDP,13.693112,29,18091,"FIN,SYN,ACK",0,benign,0
CIC-a7a7bb08ace5,2026-09-20 08:30:00,192.168.10.6,192.168.1.9,61909,443,TCP,11.13866,71,45197,"FIN,SYN,ACK",0,benign,0
CIC-dea641ead9f1,2026-09-20 08:30:00,192.168.10.2,192.168.1.9,52598,443,TCP,11.981556,36,13951,"FIN,SYN,ACK",0,benign,0
CIC-3f0e4eedefb0,2026-09-20 08:30:00,192.168.10.30,192.168.1.6,58513,443,TCP,10.803722,90,36517,"FIN,SYN,ACK",0,benign,0
CIC-85fc5a448d3d,2026-09-20 08:30:00,192.168.10.19,192.168.1.4,55093,443,TCP,9.046532,77,28660,"FIN,SYN,ACK",0,benign,0
CIC-6d44a78abcc0,2026-09-20 08:30:00,172.16.0.12,192.168.1.1,54713,80,TCP,1.400667,1232,73920,SYN,0,syn_flood,1
CIC-95b3c38b8e1e,2026-09-20 08:30:00,192.168.10.24,192.168.1.9,52462,8080,TCP,1.528921,73,37834,"FIN,SYN,ACK",0,benign,0
CIC-c635d81c6a41,2026-09-20 08:30:00,192.168.10.5,192.168.1.3,64868,443,TCP,7.052828,38,18630,"FIN,SYN,ACK",0,benign,0
CIC-958f8e766d30,2026-09-20 08:30:00,192.168.10.15,192.168.1.7,63515,443,TCP,1.704846,49,22883,"FIN,SYN,ACK",0,benign,0
CIC-56d3bf0af64d,2026-09-20 08:30:00,192.168.10.47,192.168.1.3,54140,8080,TCP,14.736381,65,12870,"FIN,SYN,ACK",0,benign,0
CIC-e51233a37356,2026-09-20 08:30:00,172.16.0.157,192.168.1.5,55747,80,TCP,1.707014,3843,230580,SYN,0,syn_flood,1
CIC-c7c33e4a3ff5,2026-09-20 08:30:00,172.16.0.217,192.168.1.6,55295,22,TCP,0.008855,1,44,SYN,0,port_scan,1
CIC-e24558689361,2026-09-20 08:30:00,192.168.10.38,192.168.1.2,49859,80,TCP,4.475691,64,33164,"FIN,SYN,ACK",0,benign,0
CIC-17d5e6f94c8a,2026-09-20 08:30:00,192.168.10.42,192.168.1.2,59271,80,TCP,1.853797,60,23156,"FIN,SYN,ACK",0,benign,0
CIC-d9e7c37c39ab,2026-09-20 08:30:00,192.168.10.43,192.168.1.4,61391,53,UDP,6.775396,29,22737,"FIN,SYN,ACK",0,benign,0
CIC-531d6e0da0ef,2026-09-20 08:30:00,192.168.10.44,192.168.1.7,49202,80,TCP,3.763675,35,21671,"FIN,SYN,ACK",0,benign,0
CIC-60a8ac6e4d6e,2026-09-20 08:30:00,192.168.10.7,192.168.1.2,55045,443,TCP,7.384588,53,26974,"FIN,SYN,ACK",0,benign,0
CIC-508a3384815a,2026-09-20 08:30:00,192.168.10.11,192.168.1.3,51845,8080,TCP,7.256359,89,43092,"FIN,SYN,ACK",0,benign,0
CIC-6d959ab544bc,2026-09-20 08:30:00,172.16.0.1,192.168.1.9,54419,80,TCP,1.842011,1035,62100,SYN,0,syn_flood,1
CIC-73f85953a78a,2026-09-20 08:30:00,192.168.10.7,192.168.1.8,62558,53,UDP,6.036746,60,39475,"FIN,SYN,ACK",0,benign,0
CIC-0923e8ffd006,2026-09-20 08:30:00,192.168.10.46,192.168.1.1,54761,8080,TCP,2.335512,80,20790,"FIN,SYN,ACK",0,benign,0
CIC-8d7f3aeec87e,2026-09-20 08:30:00,192.168.10.27,192.168.1.3,56327,8080,TCP,11.275036,73,45323,"FIN,SYN,ACK",0,benign,0
CIC-fd20bb78c915,2026-09-20 08:30:00,172.16.0.72,192.168.1.1,63538,80,TCP,1.9874,1762,105720,SYN,0,syn_flood,1
CIC-78c1846f55fa,2026-09-20 08:30:00,192.168.10.46,192.168.1.3,59762,80,TCP,1.978999,35,16509,"FIN,SYN,ACK",0,benign,0
CIC-0476c84248df,2026-09-20 08:30:00,192.168.10.47,192.168.1.4,57762,53,UDP,6.943436,52,30071,"FIN,SYN,ACK",0,benign,0
CIC-1f6d8fbceb67,2026-09-20 08:30:00,172.16.0.11,192.168.1.5,65337,443,TCP,0.042454,2,88,SYN,0,port_scan,1
CIC-6940b5f02f20,2026-09-20 08:30:00,192.168.10.15,192.168.1.9,55069,80,TCP,11.256798,66,48356,"FIN,SYN,ACK",0,benign,0
CIC-f6b3f74dea09,2026-09-20 08:30:00,192.168.10.25,192.168.1.9,61031,53,UDP,11.090735,45,29534,"FIN,SYN,ACK",0,benign,0
CIC-614be5939fd2,2026-09-20 08:30:00,192.168.10.7,192.168.1.1,62704,443,TCP,9.723723,43,19794,"FIN,SYN,ACK",0,benign,0
CIC-abefecb66542,2026-09-20 08:30:00,192.168.10.10,192.168.1.8,51812,8080,TCP,9.84999,71,21967,"FIN,SYN,ACK",0,benign,0
CIC-3dc15ba6a1a8,2026-09-20 08:30:00,192.168.10.7,192.168.1.3,53748,8080,TCP,3.737871,81,24205,"FIN,SYN,ACK",0,benign,0
CIC-4dfc763cb92d,2026-09-20 08:30:00,192.168.10.47,192.168.1.6,58693,8080,TCP,13.659387,52,26718,"FIN,SYN,ACK",0,benign,0
CIC-d9a91e2318a5,2026-09-20 08:30:00,192.168.10.34,192.168.1.1,58072,443,TCP,9.400898,26,15509,"FIN,SYN,ACK",0,benign,0
CIC-513e6600a797,2026-09-20 08:30:00,192.168.10.42,192.168.1.3,54527,8080,TCP,13.132858,80,51803,"FIN,SYN,ACK",0,benign,0
CIC-d5610916b0e2,2026-09-20 08:30:00,192.168.10.45,192.168.1.9,64788,443,TCP,7.372872,57,21067,"FIN,SYN,ACK",0,benign,0
CIC-75659cc1244f,2026-09-20 08:30:00,192.168.10.24,192.168.1.5,59411,80,TCP,14.674156,43,38989,"FIN,SYN,ACK",0,benign,0
CIC-1e4f6041476c,2026-09-20 08:30:00,192.168.10.21,192.168.1.2,53844,443,TCP,9.690046,51,21700,"FIN,SYN,ACK",0,benign,0
CIC-dcc4a71b14e7,2026-09-20 08:30:00,192.168.10.40,192.168.1.8,51352,443,TCP,12.91552,42,9545,"FIN,SYN,ACK",0,benign,0
CIC-16a2a4afdb42,2026-09-20 08:30:00,172.16.0.30,192.168.1.5,55542,80,TCP,0.319837,3984,239040,SYN,0,syn_flood,1
CIC-a24ca5d545cf,2026-09-20 08:30:00,172.16.0.102,192.168.1.8,59304,22,TCP,0.400152,28,2960,"SYN,ACK",0,ssh_brute_force,1
CIC-80d5ab7197fc,2026-09-20 08:30:00,192.168.10.24,192.168.1.3,63648,80,TCP,1.091127,93,44905,"FIN,SYN,ACK",0,benign,0
CIC-d3837bc2dedd,2026-09-20 08:30:00,172.16.0.45,192.168.1.4,51703,80,TCP,1.681805,3090,185400,SYN,0,syn_flood,1
CIC-1b6751843c38,2026-09-20 08:30:00,192.168.10.49,192.168.1.5,49672,80,TCP,7.536453,53,49395,"FIN,SYN,ACK",0,benign,0
CIC-aaf35a2db0ad,2026-09-20 08:30:00,172.16.0.82,192.168.1.3,54367,80,TCP,1.955661,3775,226500,SYN,0,syn_flood,1
