Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flags,Tos,class,attackType,attackID
2026-09-20 08:53:39.000,4.876,TCP,10.100.1.37,60155,10.200.1.15,80,45,9932,.AP.SF,0,normal,---,---
2026-09-20 08:44:38.000,10.255,TCP,10.100.1.46,56507,10.200.1.17,443,41,18.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:32.000,1.109,TCP,10.100.1.45,60909,10.200.1.18,80,86,28.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:38.000,4.955,UDP,10.100.1.31,52210,10.200.1.29,53,122,49.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:34:26.000,10.992,UDP,10.100.1.33,51353,10.200.1.12,53,112,53.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:57.000,0.125,TCP,194.168.10.52,59547,10.200.1.27,80,4806,211464,....S.,0,attacker,dos,ATK-408
2026-09-20 08:23:26.000,6.536,TCP,10.100.1.48,63847,10.200.1.17,1433,134,97.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:20:38.000,6.402,TCP,10.100.1.49,59307,10.200.1.23,80,41,34.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:52:10.000,1.95,TCP,10.100.1.19,53792,10.200.1.11,443,129,54.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:56:58.000,5.317,TCP,10.100.1.44,58801,10.200.1.23,443,87,65.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:25.000,2.304,UDP,10.100.1.46,50821,10.200.1.18,53,103,77.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:57.000,5.252,UDP,10.100.1.15,61263,10.200.1.12,53,100,55.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:35.000,0.004,TCP,194.168.10.251,62097,10.200.1.16,80,1,44,....S.,0,attacker,portScan,ATK-142
2026-09-20 08:44:32.000,0.004,TCP,194.168.10.98,52543,10.200.1.29,8080,2,88,....S.,0,attacker,portScan,ATK-371
2026-09-20 08:52:17.000,1.434,TCP,10.100.1.26,49172,10.200.1.12,443,40,8046,.AP.SF,0,normal,---,---
2026-09-20 08:32:51.000,5.233,TCP,10.100.1.32,57830,10.200.1.15,1433,80,34.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:21:46.000,8.231,TCP,10.100.1.19,54570,10.200.1.14,443,92,49.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:19:17.000,0.745,TCP,194.168.10.220,59040,10.200.1.10,443,24,2160,.AP.SF,0,attacker,bruteForce,ATK-386
2026-09-20 08:17:15.000,2.341,UDP,10.100.1.42,60722,10.200.1.22,53,27,5575,.AP.SF,0,normal,---,---
2026-09-20 08:10:23.000,10.208,TCP,10.100.1.32,63132,10.200.1.20,443,20,12.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:22:22.000,1.298,TCP,194.168.10.197,64204,10.200.1.21,80,9173,403612,....S.,0,attacker,dos,ATK-508
2026-09-20 08:25:36.000,9.777,UDP,10.100.1.49,62245,10.200.1.12,53,137,62.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:52:11.000,3.88,UDP,10.100.1.42,61208,10.200.1.16,53,93,45.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:44:24.000,1.115,TCP,194.168.10.43,61252,10.200.1.26,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-385
2026-09-20 08:43:12.000,1.81,TCP,10.100.1.33,51985,10.200.1.25,80,29,8358,.AP.SF,0,normal,---,---
2026-09-20 08:38:38.000,0.297,TCP,10.100.1.32,55511,10.200.1.12,1433,80,16.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:23:45.000,7.499,UDP,10.100.1.45,49979,10.200.1.18,53,20,11.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:39.000,10.051,UDP,10.100.1.17,51712,10.200.1.14,53,92,61.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:46.000,6.687,TCP,10.100.1.20,60253,10.200.1.20,80,127,79.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:35.000,11.803,TCP,10.100.1.15,64594,10.200.1.10,443,111,81.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:53:42.000,1.219,TCP,10.100.1.30,55623,10.200.1.13,1433,58,28.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:43:19.000,1.446,TCP,194.168.10.68,64222,10.200.1.27,22,24,2160,.AP.SF,0,attacker,bruteForce,ATK-984
2026-09-20 08:41:28.000,8.829,TCP,10.100.1.35,55918,10.200.1.20,1433,137,72.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:48.000,6.882,TCP,10.100.1.39,63961,10.200.1.23,443,100,74.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:11.000,2.532,TCP,10.100.1.27,52598,10.200.1.29,80,130,35.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:27.000,4.796,TCP,10.100.1.38,59125,10.200.1.21,80,122,100.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:19.000,11.231,TCP,10.100.1.30,54690,10.200.1.17,443,90,55.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:26:11.000,8.246,UDP,10.100.1.15,64796,10.200.1.24,53,117,36.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:23:33.000,0.044,TCP,194.168.10.192,52462,10.200.1.29,80,2,88,....S.,0,attacker,portScan,ATK-267
2026-09-20 08:33:14.000,0.638,UDP,10.100.1.28,64868,10.200.1.14,53,16,6105,.AP.SF,0,normal,---,---
2026-09-20 08:25:47.000,3.104,TCP,10.100.1.15,54093,10.200.1.27,443,100,27.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:30.000,11.441,TCP,10.100.1.49,51409,10.200.1.28,80,22,19.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:36.000,10.165,TCP,10.100.1.39,57687,10.200.1.13,80,51,13.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:46.000,7.052,TCP,10.100.1.16,54001,10.200.1.26,80,72,57.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:56.000,9.291,UDP,10.100.1.11,55844,10.200.1.12,53,60,43.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:41.000,10.173,TCP,10.100.1.14,55927,10.200.1.11,80,111,42.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:26.000,10.231,TCP,10.100.1.32,57914,10.200.1.20,1433,71,49.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:53:10.000,11.286,UDP,10.100.1.19,61887,10.200.1.16,53,55,17.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:27:16.000,6.485,TCP,10.100.1.43,55045,10.200.1.12,443,81,46.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:37:57.000,2.047,TCP,10.100.1.29,52555,10.200.1.13,443,20,17.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:54.000,0.046,TCP,194.168.10.31,59114,10.200.1.11,22,2,88,....S.,0,attacker,portScan,ATK-518
2026-09-20 08:50:50.000,11.864,UDP,10.100.1.31,61301,10.200.1.17,53,83,27.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:12:55.000,0.578,TCP,194.168.10.234,54761,10.200.1.11,443,8629,379676,....S.,0,attacker,dos,ATK-814
2026-09-20 08:55:36.000,2.622,UDP,10.100.1.40,56327,10.200.1.15,53,15,11.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:29.000,0.493,TCP,194.168.10.253,56659,10.200.1.25,8080,6421,282524,....S.,0,attacker,dos,ATK-215
2026-09-20 08:55:41.000,0.65,TCP,194.168.10.161,54380,10.200.1.18,22,24,2160,.AP.SF,0,attacker,bruteForce,ATK-752
2026-09-20 08:56:35.000,5.726,TCP,10.100.1.36,54766,10.200.1.21,80,51,31.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:53.000,0.579,TCP,10.100.1.49,61380,10.200.1.24,443,33,26.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:56:45.000,3.7,TCP,10.100.1.31,55153,10.200.1.24,443,72,47.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:54.000,8.665,TCP,10.100.1.33,54565,10.200.1.18,80,112,66.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:16:50.000,5.337,TCP,10.100.1.23,50654,10.200.1.16,443,65,31.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:19.000,0.335,TCP,10.100.1.45,51812,10.200.1.25,443,102,67.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:23:47.000,1.639,TCP,10.100.1.19,51423,10.200.1.15,1433,114,76.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:36:44.000,2.51,TCP,10.100.1.48,61752,10.200.1.29,80,48,40.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:35.000,3.914,TCP,10.100.1.20,55699,10.200.1.18,80,113,72.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:39.000,0.66,TCP,194.168.10.179,55091,10.200.1.18,8080,24,2160,.AP.SF,0,attacker,bruteForce,ATK-258
2026-09-20 08:31:40.000,6.58,TCP,10.100.1.38,62471,10.200.1.16,443,140,59.6 K,.AP.SF,0,normal,---,---
2026-09-20 08:57:11.000,10.136,TCP,10.100.1.46,61357,10.200.1.29,1433,65,55.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:41.000,5.532,UDP,10.100.1.37,59535,10.200.1.15,53,116,62.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:49:24.000,2.704,TCP,10.100.1.33,63250,10.200.1.21,80,73,35.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:51:21.000,0.04,TCP,194.168.10.86,51418,10.200.1.23,22,1,44,....S.,0,attacker,portScan,ATK-796
2026-09-20 08:56:17.000,0.05,TCP,194.168.10.73,49584,10.200.1.18,22,2,88,....S.,0,attacker,portScan,ATK-460
2026-09-20 08:38:48.000,0.929,UDP,10.100.1.47,53238,10.200.1.15,53,95,84.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:18:17.000,10.007,TCP,10.100.1.36,56090,10.200.1.20,80,39,10.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:58.000,7.867,TCP,10.100.1.10,49672,10.200.1.20,1433,86,58.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:25:24.000,1.467,TCP,194.168.10.185,56707,10.200.1.13,80,24,2160,.AP.SF,0,attacker,bruteForce,ATK-481
2026-09-20 08:43:50.000,0.595,TCP,194.168.10.83,63996,10.200.1.26,8080,7378,324632,....S.,0,attacker,dos,ATK-941
2026-09-20 08:20:53.000,9.637,TCP,10.100.1.16,53532,10.200.1.12,443,67,48.5 K,.AP.SF,0,normal,---,---
2026-09-20 08:13:34.000,6.453,TCP,10.100.1.13,50017,10.200.1.14,443,138,42.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:50.000,0.515,TCP,10.100.1.23,54758,10.200.1.13,80,8,5937,.AP.SF,0,normal,---,---
2026-09-20 08:32:50.000,0.041,TCP,194.168.10.141,49863,10.200.1.11,443,3,132,....S.,0,attacker,portScan,ATK-480
2026-09-20 08:36:46.000,9.053,TCP,10.100.1.18,60855,10.200.1.19,80,64,24.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:15:47.000,9.043,TCP,10.100.1.18,50560,10.200.1.16,1433,66,22.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:51.000,0.021,TCP,194.168.10.210,51399,10.200.1.29,443,1,44,....S.,0,attacker,portScan,ATK-687
2026-09-20 08:52:32.000,11.71,TCP,10.100.1.25,52302,10.200.1.22,1433,138,112.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:36.000,8.843,TCP,10.100.1.10,55442,10.200.1.26,80,39,15.7 K,.AP.SF,0,normal,---,---
2026-09-20 08:33:40.000,7.259,TCP,10.100.1.11,53414,10.200.1.15,443,73,17.1 K,.AP.SF,0,normal,---,---
2026-09-20 08:46:23.000,6.779,TCP,10.100.1.16,51319,10.200.1.20,443,67,52.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:10:10.000,0.886,TCP,10.100.1.32,52629,10.200.1.21,443,71,47.8 K,.AP.SF,0,normal,---,---
2026-09-20 08:50:33.000,10.694,TCP,10.100.1.13,62921,10.200.1.28,443,135,43.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:24:43.000,0.92,TCP,194.168.10.118,49594,10.200.1.14,22,3721,163724,....S.,0,attacker,dos,ATK-902
2026-09-20 08:41:52.000,2.196,UDP,10.100.1.13,52105,10.200.1.16,53,22,10.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:39:30.000,3.251,TCP,10.100.1.12,52516,10.200.1.26,1433,42,18.9 K,.AP.SF,0,normal,---,---
2026-09-20 08:32:40.000,1.378,UDP,10.100.1.12,55825,10.200.1.12,53,134,36.2 K,.AP.SF,0,normal,---,---
2026-09-20 08:58:31.000,6.36,UDP,10.100.1.40,49875,10.200.1.14,53,144,111.4 K,.AP.SF,0,normal,---,---
2026-09-20 08:55:18.000,6.965,TCP,10.100.1.46,62280,10.200.1.29,1433,64,55.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:29:48.000,4.631,TCP,10.100.1.29,58732,10.200.1.19,1433,83,73.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:11:38.000,1.329,TCP,10.100.1.41,58611,10.200.1.17,1433,26,8716,.AP.SF,0,normal,---,---
2026-09-20 08:55:45.000,11.129,TCP,10.100.1.27,55565,10.200.1.25,1433,70,45.0 K,.AP.SF,0,normal,---,---
2026-09-20 08:27:37.000,5.596,TCP,10.100.1.21,55210,10.200.1.16,80,54,32.3 K,.AP.SF,0,normal,---,---
2026-09-20 08:45:57.000,2.076,TCP,10.100.1.25,55526,10.200.1.27,80,18,4792,.AP.SF,0,normal,---,---
2026-09-20 08:57:55.000,3.163,TCP,10.100.1.31,52124,10.200.1.21,1433,38,27.7 K,.AP.SF,0,normal,---,---
