flow_id,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,tcp_flags,tos,label,is_anomaly
FLW-312239-cdd9e206,2026-09-20T08:28:04.609871,10.100.7.17,13.185.239.196,53332,443,TCP,2.35817,57,53141,"SYN,ACK,PSH,FIN",0,benign,0
FLW-685570-f59abb5e,2026-09-20T08:58:27.179507,10.100.2.25,13.212.111.205,62988,443,TCP,4.95226,74,78928,"SYN,ACK,PSH,FIN",0,benign,0
FLW-918932-3298b931,2026-09-20T08:14:17.639185,10.100.1.37,151.227.24.191,63516,443,TCP,1.58011,67,34923,"SYN,ACK,PSH,FIN",0,benign,0
FLW-432944-d72ae3c7,2026-09-20T08:48:58.643173,10.100.2.33,10.200.2.21,64888,0,ICMP,0.00232,2,128,NONE,0,benign,0
FLW-479361-4fcd6fbd,2026-09-20T08:00:08.681031,10.100.2.27,157.198.67.183,50500,443,TCP,0.254,78,83964,"SYN,ACK,PSH,FIN",0,benign,0
FLW-375416-9ac76877,2026-09-20T08:23:49.302151,10.100.4.21,104.219.22.178,60891,443,TCP,0.34132,59,55768,"SYN,ACK,PSH,FIN",0,benign,0
FLW-430729-51fc419a,2026-09-20T08:35:31.210395,10.100.4.46,157.24.134.248,57612,443,TCP,0.085,43,41513,"SYN,ACK,PSH,FIN",0,benign,0
FLW-389706-540b1af5,2026-09-20T08:39:04.121359,10.200.2.27,10.200.3.10,54891,5432,TCP,3.51318,135,117223,"SYN,ACK,PSH",16,benign,0
FLW-457351-a82d1ace,2026-09-20T08:32:56.321040,10.100.9.27,10.200.2.53,64626,53,UDP,0.01757,2,295,NONE,0,benign,0
FLW-950002-0bd401a6,2026-09-20T08:50:53.719374,10.100.6.10,10.200.1.53,54455,53,UDP,0.00894,2,203,NONE,0,benign,0
FLW-214880-f7cbef5d,2026-09-20T08:40:49.551820,10.100.5.49,20.75.111.169,54419,443,TCP,1.90502,63,36032,"SYN,ACK,PSH,FIN",0,benign,0
FLW-513456-0313bef9,2026-09-20T08:28:31.622179,10.200.2.15,10.200.3.10,63531,5432,TCP,2.10408,105,107698,"SYN,ACK,PSH",16,benign,0
FLW-837879-a77a4e69,2026-09-20T08:29:49.526383,10.100.5.33,13.200.199.169,50290,443,TCP,0.80465,42,35968,"SYN,ACK,PSH,FIN",0,benign,0
FLW-475327-8ec363e0,2026-09-20T08:15:13.748191,10.100.5.41,10.200.1.53,51049,53,UDP,0.04147,2,156,NONE,0,benign,0
FLW-810072-3c4425b2,2026-09-20T08:28:45.147189,10.100.8.17,151.143.202.78,63333,443,TCP,1.53035,44,33671,"SYN,ACK,PSH,FIN",0,benign,0
FLW-861334-4e4815e8,2026-09-20T08:55:47.153440,10.100.1.31,20.59.61.10,64487,443,TCP,4.25515,88,57988,"SYN,ACK,PSH,FIN",0,benign,0
FLW-285502-8dc30869,2026-09-20T08:49:44.835503,10.100.1.24,10.200.2.29,53834,123,UDP,0.0052,2,96,NONE,0,benign,0
FLW-601372-6151863b,2026-09-20T08:06:17.007111,10.100.7.19,10.200.1.53,64483,53,UDP,0.047,4,286,NONE,0,benign,0
FLW-103027-6231b8c6,2026-09-20T08:40:43.583528,10.100.9.30,10.200.2.53,62362,53,UDP,0.03877,4,330,NONE,0,benign,0
FLW-662965-8c28cd2d,2026-09-20T08:42:37.433587,10.100.4.18,13.22.193.106,60896,443,TCP,4.06159,55,55901,"SYN,ACK,PSH,FIN",0,benign,0
FLW-869114-7fa5aa28,2026-09-20T08:20:08.467868,10.100.2.29,157.210.3.228,52940,443,TCP,5.60189,36,20426,"SYN,ACK,PSH,FIN",0,benign,0
FLW-967369-4f916497,2026-09-20T08:01:01.033698,10.100.5.36,10.200.2.53,57782,53,UDP,0.03557,2,381,NONE,0,benign,0
FLW-500323-ed4d0e25,2026-09-20T08:37:25.345555,10.100.2.10,13.74.158.131,52705,443,TCP,3.11961,29,25732,"SYN,ACK,PSH,FIN",0,benign,0
FLW-383005-d7fc814b,2026-09-20T08:31:12.990413,10.100.3.26,157.174.162.36,62256,443,TCP,2.94764,50,41585,"SYN,ACK,PSH,FIN",0,benign,0
FLW-441147-311dc187,2026-09-20T08:44:00.581656,10.100.6.41,13.27.45.150,63542,443,TCP,2.81058,87,47588,"SYN,ACK,PSH,FIN",0,benign,0
FLW-755809-19b06202,2026-09-20T08:38:14.639134,10.100.4.33,151.32.18.212,53882,443,TCP,1.67176,80,48871,"SYN,ACK,PSH,FIN",0,benign,0
FLW-632214-c62555d6,2026-09-20T08:01:22.630948,10.100.9.13,10.200.2.53,58379,53,UDP,0.04471,2,122,NONE,0,benign,0
FLW-584683-b29f5c2f,2026-09-20T08:08:21.063565,10.100.8.44,10.200.2.53,58890,53,UDP,0.05064,2,201,NONE,0,benign,0
FLW-802790-b1f9eced,2026-09-20T08:03:09.380894,10.100.8.39,10.200.1.13,50151,123,UDP,0.00979,2,96,NONE,0,benign,0
FLW-128237-8666abd6,2026-09-20T08:08:16.007021,10.100.4.20,13.185.239.196,60054,443,TCP,9.22033,35,19348,"SYN,ACK,PSH,FIN",0,benign,0
FLW-104574-1e0e1c9c,2026-09-20T08:47:57.726722,10.100.7.21,10.200.2.53,65290,53,UDP,0.02564,4,457,NONE,0,benign,0
FLW-165264-f2a87770,2026-09-20T08:35:55.008255,10.100.1.35,13.184.177.118,49461,443,TCP,0.46135,58,38026,"SYN,ACK,PSH,FIN",0,benign,0
FLW-694479-a0e2262c,2026-09-20T08:54:03.677035,10.100.8.33,151.72.62.168,59695,443,TCP,1.48485,41,35177,"SYN,ACK,PSH,FIN",0,benign,0
FLW-496810-ae8dcc37,2026-09-20T08:41:19.040915,10.100.3.29,13.11.46.126,63853,443,TCP,8.34141,28,20655,"SYN,ACK,PSH,FIN",0,benign,0
FLW-440765-971c5164,2026-09-20T08:25:48.615184,10.100.2.45,10.200.1.53,63199,53,UDP,0.01592,2,320,NONE,0,benign,0
FLW-356836-e7fa029b,2026-09-20T08:57:52.776834,10.200.1.12,10.200.3.30,54530,5432,TCP,16.05239,131,119161,"SYN,ACK,PSH",16,benign,0
FLW-547967-5864b433,2026-09-20T08:09:38.815474,10.100.9.32,151.141.139.95,58475,443,TCP,0.41783,53,44327,"SYN,ACK,PSH,FIN",0,benign,0
FLW-834912-b86ccbf8,2026-09-20T08:43:29.404489,10.100.3.48,13.212.111.205,56433,443,TCP,1.00594,80,70503,"SYN,ACK,PSH,FIN",0,benign,0
FLW-792317-e2e41b18,2026-09-20T08:00:02.045265,10.100.6.42,20.217.9.60,56228,443,TCP,1.60423,41,34015,"SYN,ACK,PSH,FIN",0,benign,0
FLW-740637-f7e87379,2026-09-20T08:31:44.930053,10.100.8.13,104.239.41.146,62529,443,TCP,0.69461,60,47468,"SYN,ACK,PSH,FIN",0,benign,0
FLW-980836-6853f420,2026-09-20T08:43:26.177822,10.100.1.10,13.198.194.50,58163,443,TCP,0.18379,45,40141,"SYN,ACK,PSH,FIN",0,benign,0
FLW-128568-e18f1885,2026-09-20T08:31:01.825827,10.100.6.47,10.200.1.20,52171,123,UDP,0.01485,2,96,NONE,0,benign,0
FLW-140276-f2ca73bb,2026-09-20T08:42:00.573898,10.100.9.10,10.200.2.53,65172,53,UDP,0.0525,2,389,NONE,0,benign,0
FLW-848833-0190d467,2026-09-20T08:36:25.163861,10.100.3.33,10.200.1.53,52366,53,UDP,0.05926,2,473,NONE,0,benign,0
FLW-894568-33b166a8,2026-09-20T08:39:16.257645,10.100.4.30,13.8.89.111,50103,443,TCP,2.32216,68,49202,"SYN,ACK,PSH,FIN",0,benign,0
FLW-512704-47dff546,2026-09-20T08:10:23.260247,10.100.8.48,10.200.1.53,55232,53,UDP,0.01264,4,356,NONE,0,benign,0
FLW-972676-976b39cb,2026-09-20T08:24:28.721492,10.100.6.49,10.200.3.16,63499,0,ICMP,0.00737,2,128,NONE,0,benign,0
FLW-222586-08bcf07c,2026-09-20T08:19:25.696905,10.200.1.17,10.200.3.10,61066,1433,TCP,0.78643,119,113116,"SYN,ACK,PSH",16,benign,0
FLW-740942-69647723,2026-09-20T08:45:43.312630,10.200.2.14,10.200.3.20,50687,5432,TCP,4.12583,139,130858,"SYN,ACK,PSH",16,benign,0
FLW-365322-2c21fe03,2026-09-20T08:35:16.330637,10.100.4.28,10.200.1.53,53694,53,UDP,0.03207,2,244,NONE,0,benign,0
FLW-466437-2e20ae5a,2026-09-20T08:50:27.042432,10.100.8.34,104.162.144.141,51704,443,TCP,0.15606,56,36511,"SYN,ACK,PSH,FIN",0,benign,0
FLW-741338-89cddf8e,2026-09-20T08:27:50.684316,10.100.1.26,151.120.203.49,59619,443,TCP,2.56191,58,45583,"SYN,ACK,PSH,FIN",0,benign,0
FLW-689965-842a07e1,2026-09-20T08:05:30.205245,10.100.3.46,157.119.127.12,60087,443,TCP,5.72809,54,24412,"SYN,ACK,PSH,FIN",0,benign,0
FLW-374932-7ceb8de8,2026-09-20T08:27:44.020549,10.100.4.44,104.199.17.22,54507,443,TCP,0.72336,29,22634,"SYN,ACK,PSH,FIN",0,benign,0
FLW-371465-d1d080c2,2026-09-20T08:36:08.701064,10.200.2.12,10.200.3.20,59646,1433,TCP,2.65617,90,80561,"SYN,ACK,PSH",16,benign,0
FLW-295270-2a150ecd,2026-09-20T08:32:58.953597,10.100.7.34,20.75.111.169,54867,443,TCP,1.30314,38,46106,"SYN,ACK,PSH,FIN",0,benign,0
FLW-393397-e1bc09c0,2026-09-20T08:22:40.830882,10.100.3.46,157.28.157.233,57422,443,TCP,9.79079,41,34669,"SYN,ACK,PSH,FIN",0,benign,0
FLW-966109-af4faa74,2026-09-20T08:13:55.289834,10.100.1.45,157.153.183.223,64911,443,TCP,1.47813,70,46371,"SYN,ACK,PSH,FIN",0,benign,0
FLW-639511-89bf623a,2026-09-20T08:41:22.319261,10.100.8.39,151.116.179.52,60649,443,TCP,5.81546,45,36279,"SYN,ACK,PSH,FIN",0,benign,0
FLW-830135-f165c3f1,2026-09-20T08:38:12.937887,10.100.2.40,20.148.114.89,57851,443,TCP,1.30212,91,59235,"SYN,ACK,PSH,FIN",0,benign,0
FLW-247216-14f6b231,2026-09-20T08:56:06.096518,10.100.7.31,20.39.190.46,59989,443,TCP,1.34088,75,52774,"SYN,ACK,PSH,FIN",0,benign,0
FLW-155655-db5b999b,2026-09-20T08:30:35.419622,10.100.3.29,10.200.2.53,53164,53,UDP,0.01398,2,477,NONE,0,benign,0
FLW-377930-59f07f56,2026-09-20T08:12:05.967004,10.100.9.18,10.200.3.25,55796,123,UDP,0.01276,2,96,NONE,0,benign,0
FLW-777481-b79d84d3,2026-09-20T08:29:13.932538,10.100.7.26,104.45.118.218,53552,443,TCP,1.71702,37,26708,"SYN,ACK,PSH,FIN",0,benign,0
FLW-478815-8121afb2,2026-09-20T08:24:59.848064,10.100.6.23,10.200.3.29,49498,123,UDP,0.01613,2,96,NONE,0,benign,0
FLW-727562-ffb7af9a,2026-09-20T08:20:12.318116,10.100.7.47,20.169.104.104,57242,443,TCP,3.55695,78,68188,"SYN,ACK,PSH,FIN",0,benign,0
FLW-280961-49fba2c0,2026-09-20T08:16:32.674671,10.100.3.30,13.44.77.235,64720,443,TCP,0.54455,51,40877,"SYN,ACK,PSH,FIN",0,benign,0
FLW-515435-17ef92cb,2026-09-20T08:23:28.605303,10.100.1.49,104.33.214.115,60529,443,TCP,2.33582,92,72323,"SYN,ACK,PSH,FIN",0,benign,0
FLW-317138-9d124aa7,2026-09-20T08:45:07.584958,10.100.2.23,104.40.189.174,52502,443,TCP,1.61246,91,81470,"SYN,ACK,PSH,FIN",0,benign,0
FLW-743514-9ecc06aa,2026-09-20T08:16:20.190333,10.100.3.34,151.36.63.30,62572,443,TCP,2.20248,46,45610,"SYN,ACK,PSH,FIN",0,benign,0
FLW-519087-4cc5e3c9,2026-09-20T08:07:45.626242,10.100.5.34,10.200.2.53,64930,53,UDP,0.02361,2,441,NONE,0,benign,0
FLW-925380-7ec94dc8,2026-09-20T08:25:34.958229,10.100.7.42,157.174.162.36,62828,443,TCP,0.83481,54,44892,"SYN,ACK,PSH,FIN",0,benign,0
FLW-436231-32153ddf,2026-09-20T08:26:39.718185,10.100.7.44,10.200.3.22,54760,123,UDP,0.00664,2,96,NONE,0,benign,0
FLW-935216-1d44bcf6,2026-09-20T08:12:57.329246,10.200.2.21,10.200.3.20,58124,1433,TCP,20.98798,147,81025,"SYN,ACK,PSH",16,benign,0
FLW-881477-9f91b4e5,2026-09-20T08:51:36.491429,10.100.9.37,13.27.45.150,64921,443,TCP,0.14952,74,49748,"SYN,ACK,PSH,FIN",0,benign,0
FLW-695417-2efebbcb,2026-09-20T08:37:59.180653,10.100.3.40,104.34.175.121,58227,443,TCP,3.10613,114,57761,"SYN,ACK,PSH,FIN",0,benign,0
FLW-332443-e35cca9f,2026-09-20T08:22:16.253364,10.100.8.16,10.200.2.53,63641,53,UDP,0.00671,2,263,NONE,0,benign,0
FLW-787130-115f964b,2026-09-20T08:56:05.990921,10.100.8.38,157.6.27.23,52852,443,TCP,0.49423,31,14102,"SYN,ACK,PSH,FIN",0,benign,0
FLW-752626-f34230c6,2026-09-20T08:10:45.019284,10.100.4.17,10.200.2.53,54917,53,UDP,0.01935,2,387,NONE,0,benign,0
FLW-482902-78542603,2026-09-20T08:16:41.328284,10.100.4.13,151.197.86.169,49359,443,TCP,0.79868,19,16339,"SYN,ACK,PSH,FIN",0,benign,0
FLW-290758-1d693133,2026-09-20T08:37:21.751482,10.200.2.28,10.200.3.30,61452,1433,TCP,5.52483,106,95950,"SYN,ACK,PSH",16,benign,0
FLW-444963-16e966d0,2026-09-20T08:28:00.868173,10.200.3.23,10.200.3.30,56899,5432,TCP,11.10741,165,158265,"SYN,ACK,PSH",16,benign,0
FLW-836157-4e311bf2,2026-09-20T08:21:56.367167,10.100.7.41,10.200.2.53,52872,53,UDP,0.0079,4,153,NONE,0,benign,0
FLW-512927-b22c4fb0,2026-09-20T08:00:50.475847,10.100.2.49,13.27.45.150,50905,443,TCP,2.26053,83,53962,"SYN,ACK,PSH,FIN",0,benign,0
FLW-654174-8e5b5ff0,2026-09-20T08:44:07.021515,10.100.4.37,151.36.63.30,56705,443,TCP,0.37925,52,29248,"SYN,ACK,PSH,FIN",0,benign,0
FLW-467664-fce0406a,2026-09-20T08:04:59.097989,10.100.4.47,151.193.178.91,58641,443,TCP,2.29459,31,19153,"SYN,ACK,PSH,FIN",0,benign,0
FLW-753437-5c8925e6,2026-09-20T08:01:51.581239,10.100.3.24,13.22.193.106,62517,443,TCP,5.6845,89,57114,"SYN,ACK,PSH,FIN",0,benign,0
FLW-275572-e6a77ffd,2026-09-20T08:28:41.410047,10.100.2.35,10.200.1.28,62057,123,UDP,0.00781,2,96,NONE,0,benign,0
FLW-563471-ba6c9f0f,2026-09-20T08:39:24.914788,10.100.9.47,10.200.1.53,62889,53,UDP,0.01128,2,468,NONE,0,benign,0
FLW-493688-7fdc1354,2026-09-20T08:14:04.675026,10.200.3.18,10.200.3.20,64145,5432,TCP,12.18304,181,220984,"SYN,ACK,PSH",16,benign,0
FLW-655952-69353806,2026-09-20T08:47:49.149878,10.100.5.32,20.112.73.6,49840,443,TCP,3.17271,80,50502,"SYN,ACK,PSH,FIN",0,benign,0
FLW-762331-98ef0192,2026-09-20T08:15:41.998791,10.100.8.30,151.149.25.166,50804,443,TCP,0.14154,36,32577,"SYN,ACK,PSH,FIN",0,benign,0
FLW-295043-ce3653d9,2026-09-20T08:30:33.379471,10.100.6.44,104.199.17.22,51332,443,TCP,0.16397,41,38106,"SYN,ACK,PSH,FIN",0,benign,0
FLW-524040-806d5f64,2026-09-20T08:22:54.026601,10.200.3.13,10.200.3.10,58310,1433,TCP,5.27243,121,102333,"SYN,ACK,PSH",16,benign,0
FLW-148996-cc98e76e,2026-09-20T08:17:06.190703,10.100.6.37,20.99.229.74,63535,443,TCP,1.42291,57,41920,"SYN,ACK,PSH,FIN",0,benign,0
FLW-573319-072752c1,2026-09-20T08:45:53.250269,10.100.8.32,10.200.2.21,64006,123,UDP,0.00786,2,96,NONE,0,benign,0
FLW-848329-3bde67e3,2026-09-20T08:47:43.019973,10.100.2.30,10.200.3.12,52972,123,UDP,0.01242,2,96,NONE,0,benign,0
FLW-625187-2a6a2b3a,2026-09-20T08:16:15.714890,10.100.5.38,20.66.252.238,59234,443,TCP,2.61315,78,67548,"SYN,ACK,PSH,FIN",0,benign,0
FLW-854056-e6de0a77,2026-09-20T08:21:43.313912,10.100.8.31,20.85.139.133,59085,443,TCP,0.17818,57,36186,"SYN,ACK,PSH,FIN",0,benign,0
FLW-938566-d639edf8,2026-09-20T08:46:21.020902,10.100.8.23,157.28.157.233,62281,443,TCP,0.46277,29,21072,"SYN,ACK,PSH,FIN",0,benign,0
FLW-588318-29b32da9,2026-09-20T08:18:42.791355,10.100.7.47,13.11.46.126,56898,443,TCP,2.21651,54,45147,"SYN,ACK,PSH,FIN",0,benign,0
FLW-418167-cdf41b90,2026-09-20T08:07:06.550166,10.100.1.30,104.95.226.24,57348,443,TCP,1.87316,74,72525,"SYN,ACK,PSH,FIN",0,benign,0
FLW-492933-843063c6,2026-09-20T08:42:26.577590,10.100.7.38,10.200.1.53,61268,53,UDP,0.0448,2,409,NONE,0,benign,0
FLW-378834-731fcf1f,2026-09-20T08:47:07.573822,10.200.3.16,10.200.3.20,57167,1433,TCP,2.41958,115,129411,"SYN,ACK,PSH",16,benign,0
FLW-950298-466b016e,2026-09-20T08:31:09.002046,10.100.4.12,13.115.188.70,62674,443,TCP,1.60496,89,61268,"SYN,ACK,PSH,FIN",0,benign,0
FLW-989664-3763e01f,2026-09-20T08:51:26.821000,10.100.5.26,10.200.2.53,53154,53,UDP,0.05877,2,162,NONE,0,benign,0
FLW-263669-2a519562,2026-09-20T08:32:48.461126,10.100.6.29,157.111.247.253,57536,443,TCP,1.732,83,70039,"SYN,ACK,PSH,FIN",0,benign,0
FLW-898860-01eccc3a,2026-09-20T08:29:36.411604,10.100.1.45,13.184.177.118,58100,443,TCP,10.33958,65,54623,"SYN,ACK,PSH,FIN",0,benign,0
FLW-630892-4d1ee43e,2026-09-20T08:39:13.416771,10.100.6.27,10.200.2.53,50002,53,UDP,0.03563,2,515,NONE,0,benign,0
FLW-381527-eb63f1e7,2026-09-20T08:37:42.463082,10.100.3.25,13.11.46.126,64787,443,TCP,1.99433,101,90030,"SYN,ACK,PSH,FIN",0,benign,0
FLW-292955-b78c01d0,2026-09-20T08:33:05.958435,10.100.4.36,157.30.87.245,52452,443,TCP,0.25376,122,98132,"SYN,ACK,PSH,FIN",0,benign,0
FLW-272435-6dff18a4,2026-09-20T08:24:53.625032,10.100.9.25,13.184.177.118,54346,443,TCP,1.09863,44,34087,"SYN,ACK,PSH,FIN",0,benign,0
FLW-619809-341a8bb9,2026-09-20T08:57:12.509844,10.100.9.37,10.200.1.11,50250,0,ICMP,0.00382,2,128,NONE,0,benign,0
FLW-660889-6748306d,2026-09-20T08:23:14.490250,10.100.9.14,10.200.2.53,58768,53,UDP,0.04347,2,259,NONE,0,benign,0
FLW-844148-fd801c2b,2026-09-20T08:56:11.084216,10.100.8.28,151.193.126.183,59134,443,TCP,1.0696,54,17483,"SYN,ACK,PSH,FIN",0,benign,0
FLW-146044-271f8b52,2026-09-20T08:55:19.805876,10.100.7.22,20.15.218.72,58544,443,TCP,0.94417,65,43514,"SYN,ACK,PSH,FIN",0,benign,0
FLW-985562-ebe71b45,2026-09-20T08:56:31.559415,10.100.1.32,10.200.2.53,56212,53,UDP,0.04146,2,437,NONE,0,benign,0
FLW-633109-36b606a8,2026-09-20T08:51:02.936629,10.100.9.48,13.184.177.118,53486,443,TCP,1.29722,26,12423,"SYN,ACK,PSH,FIN",0,benign,0
FLW-333664-1bec184a,2026-09-20T08:18:03.294298,10.100.5.44,151.120.203.49,62318,443,TCP,6.09048,54,50748,"SYN,ACK,PSH,FIN",0,benign,0
FLW-285579-332592a0,2026-09-20T08:37:50.252536,10.100.3.30,104.68.195.247,58411,443,TCP,0.36236,59,46382,"SYN,ACK,PSH,FIN",0,benign,0
FLW-566513-c93e7423,2026-09-20T08:12:04.853949,10.100.8.26,10.200.3.25,59122,123,UDP,0.01857,2,96,NONE,0,benign,0
FLW-237608-c0007a46,2026-09-20T08:59:00.824354,10.100.7.38,13.164.103.209,61464,443,TCP,0.41676,20,9077,"SYN,ACK,PSH,FIN",0,benign,0
FLW-579992-4d6fa430,2026-09-20T08:18:35.683756,10.100.4.40,10.200.1.53,64992,53,UDP,0.01123,2,206,NONE,0,benign,0
FLW-610752-3c92241c,2026-09-20T08:49:26.775986,10.100.6.14,10.200.2.53,56253,53,UDP,0.04821,4,130,NONE,0,benign,0
FLW-405156-7eb50ea4,2026-09-20T08:09:15.166315,10.100.5.27,157.211.117.206,52401,443,TCP,2.26946,132,81015,"SYN,ACK,PSH,FIN",0,benign,0
FLW-145847-70c834d1,2026-09-20T08:48:13.506374,10.100.8.12,10.200.1.53,55125,53,UDP,0.05929,2,364,NONE,0,benign,0
FLW-633274-565aa446,2026-09-20T08:12:05.149449,10.100.3.28,104.207.82.43,56856,443,TCP,2.49019,41,23379,"SYN,ACK,PSH,FIN",0,benign,0
FLW-358769-30021801,2026-09-20T08:15:40.197793,10.100.2.22,13.115.188.70,62607,443,TCP,4.52121,26,19538,"SYN,ACK,PSH,FIN",0,benign,0
FLW-974282-c2a43485,2026-09-20T08:55:15.328181,10.100.7.42,104.83.231.95,52711,443,TCP,2.53211,79,49026,"SYN,ACK,PSH,FIN",0,benign,0
FLW-418341-d6179637,2026-09-20T08:19:02.606048,10.200.3.11,10.200.3.20,65460,1433,TCP,8.36645,101,70183,"SYN,ACK,PSH",16,benign,0
FLW-847490-dd73495d,2026-09-20T08:20:27.239226,10.100.9.41,151.141.226.17,53089,443,TCP,0.8305,58,35313,"SYN,ACK,PSH,FIN",0,benign,0
FLW-233637-bc27ca78,2026-09-20T08:44:20.571742,10.100.1.27,13.41.229.128,55809,443,TCP,1.96693,65,56616,"SYN,ACK,PSH,FIN",0,benign,0
FLW-559497-0067078f,2026-09-20T08:52:26.220232,10.100.2.21,10.200.1.11,50484,123,UDP,0.01719,2,96,NONE,0,benign,0
FLW-438824-c58114fd,2026-09-20T08:53:43.971199,10.100.8.31,13.78.206.148,55515,443,TCP,0.5417,39,35947,"SYN,ACK,PSH,FIN",0,benign,0
FLW-795484-5621738b,2026-09-20T08:26:30.968083,10.100.4.45,104.170.167.120,50884,443,TCP,2.84477,68,51227,"SYN,ACK,PSH,FIN",0,benign,0
FLW-933638-eb1e10f8,2026-09-20T08:52:24.699905,10.100.8.30,104.33.214.115,56205,443,TCP,0.95383,52,26636,"SYN,ACK,PSH,FIN",0,benign,0
FLW-669625-11e9c4b7,2026-09-20T08:39:09.314426,10.200.2.23,10.200.3.20,62330,1433,TCP,2.75609,108,116174,"SYN,ACK,PSH",16,benign,0
FLW-547047-5b261aea,2026-09-20T08:26:10.841753,10.100.7.49,10.200.2.53,64770,53,UDP,0.04534,2,379,NONE,0,benign,0
FLW-454249-01be22c0,2026-09-20T08:48:45.286521,10.100.8.12,157.30.87.245,49902,443,TCP,0.43156,56,46302,"SYN,ACK,PSH,FIN",0,benign,0
FLW-696673-fbe68a1b,2026-09-20T08:05:06.957192,10.100.1.37,10.200.1.53,51404,53,UDP,0.01799,2,302,NONE,0,benign,0
FLW-931011-45a83191,2026-09-20T08:41:25.447036,10.100.8.40,10.200.2.53,51351,53,UDP,0.02589,2,217,NONE,0,benign,0
FLW-105450-3befda9e,2026-09-20T08:49:54.096969,10.100.4.21,10.200.1.53,52109,53,UDP,0.04545,2,210,NONE,0,benign,0
FLW-373968-95614205,2026-09-20T08:47:21.474444,10.100.5.31,104.113.115.58,61031,443,TCP,0.05,41,38778,"SYN,ACK,PSH,FIN",0,benign,0
FLW-106948-bc24e502,2026-09-20T08:13:51.098381,10.100.5.44,10.200.2.53,52573,53,UDP,0.03726,4,489,NONE,0,benign,0
FLW-306799-14ebf367,2026-09-20T08:46:02.412819,10.200.2.12,10.200.3.30,63263,1433,TCP,4.15395,125,128395,"SYN,ACK,PSH",16,benign,0
FLW-832777-1ae0a8c5,2026-09-20T08:31:23.125797,10.100.8.16,10.200.1.53,52240,53,UDP,0.05772,2,438,NONE,0,benign,0
FLW-563281-a295acb6,2026-09-20T08:18:13.054467,10.100.4.39,13.185.239.196,64637,443,TCP,0.64682,64,23208,"SYN,ACK,PSH,FIN",0,benign,0
